date,regime,score,pnl,cost,funding,r_ls_net,alt_turnover,major_turnover,alt_gross,major_gross,total_gross,equity_curve
2024-10-01,BALANCED,0.0,0.0,0.0,0.007359324675324677,-0.007359324675324677,0.0,0.0,0.0,0.0,0.0,0.8203686574961381
2024-10-02,BALANCED,0.0,0.0,0.0,0.0010557155172413795,-0.0010557155172413795,0.0,0.0,0.0,0.0,0.0,0.8195025815745609
2024-10-03,BALANCED,-0.25287705359869506,0.0,0.0,0.005303304721030044,-0.005303304721030044,0.0,0.0,0.0,0.0,0.0,0.8151565096648002
2024-10-04,WEAK_RISK_ON_ALTS,-0.5080013159057098,0.0,0.0,0.002722969957081547,-0.002722969957081547,0.0,0.0,0.0,0.0,0.0,0.8129368629786635
2024-10-05,WEAK_RISK_ON_ALTS,-0.17956343515248466,0.0,0.0,0.004118098712446352,-0.004118098712446352,0.0,0.0,0.0,0.0,0.0,0.8095891087299308
2024-10-06,WEAK_RISK_ON_ALTS,-0.4244421549256698,0.0,0.0,0.012913351931330475,-0.012913351931330475,0.0,0.0,0.0,0.0,0.0,0.799134599649129
2024-10-07,WEAK_RISK_ON_ALTS,-0.3277464919334703,0.0,0.0,0.011026982832618028,-0.011026982832618028,0.0,0.0,0.0,0.0,0.0,0.790322556137847
2024-10-08,WEAK_RISK_ON_ALTS,-0.8475552843021334,0.0,0.0,0.014137120171673822,-0.014137120171673822,0.0,0.0,0.0,0.0,0.0,0.7791496711873418
2024-10-09,WEAK_RISK_ON_ALTS,-0.5853405891952924,0.0,0.0,0.007654184549356224,-0.007654184549356224,0.0,0.0,0.0,0.0,0.0,0.7731859158125037
2024-10-10,WEAK_RISK_ON_ALTS,-0.3554098960789449,0.0,0.0,0.000713291845493569,-0.000713291845493569,0.0,0.0,0.0,0.0,0.0,0.7726344086037041
2024-10-11,BALANCED,0.27341072017600937,0.0,0.0,0.011030484978540776,-0.011030484978540776,0.0,0.0,0.0,0.0,0.0,0.7641118763656972
2024-10-12,BALANCED,-0.06316664839993019,0.0,0.0,0.01758803433476395,-0.01758803433476395,0.0,0.0,0.0,0.0,0.0,0.7506726504485765
2024-10-13,BALANCED,-0.28650594196182877,0.0,0.0,0.019806412017167388,-0.019806412017167388,0.0,0.0,0.0,0.0,0.0,0.7358045186437728
2024-10-14,BALANCED,-0.000027387350896371232,0.0,0.0,0.015417836909871247,-0.015417836909871247,0.0,0.0,0.0,0.0,0.0,0.7244600045777768
2024-10-15,BALANCED,-0.06372282141980234,0.0,0.0,0.022272927038626617,-0.022272927038626617,0.0,0.0,0.0,0.0,0.0,0.7083241597534129
2024-10-16,WEAK_RISK_ON_ALTS,-0.6234245181744386,0.0,0.0,0.018377613733905587,-0.018377613733905587,0.0,0.0,0.0,0.0,0.0,0.6953068519470714
2024-10-17,WEAK_RISK_ON_ALTS,-0.38205924955272247,0.0,0.0,0.001839759656652362,-0.001839759656652362,0.0,0.0,0.0,0.0,0.0,0.6940276544518652
2024-10-18,WEAK_RISK_ON_ALTS,-0.32927328913777365,0.0,0.0,0.005815055793991418,-0.005815055793991418,0.0,0.0,0.0,0.0,0.0,0.6899918449186546
2024-10-19,BALANCED,0.019603932189035028,0.0,0.0,0.012653755364806871,-0.012653755364806871,0.0,0.0,0.0,0.0,0.0,0.6812608569093422
2024-10-20,BALANCED,0.06128873066081475,0.0,0.0,0.015234412017167387,-0.015234412017167387,0.0,0.0,0.0,0.0,0.0,0.6708822483240168
2024-10-21,BALANCED,-0.008376967617131054,0.0,0.0,0.016134489270386267,-0.016134489270386267,0.0,0.0,0.0,0.0,0.0,0.6600579058867403
2024-10-22,BALANCED,-0.36177740321121005,0.0,0.0,0.020338326180257514,-0.020338326180257514,0.0,0.0,0.0,0.0,0.0,0.646633432898958
2024-10-23,BALANCED,-0.4053835400257499,0.0,0.0,0.018277769230769236,-0.018277769230769236,0.0,0.0,0.0,0.0,0.0,0.6348144162355308
2024-10-24,BALANCED,-0.009756989990357616,0.0,0.0,0.01246796153846154,-0.01246796153846154,0.0,0.0,0.0,0.0,0.0,0.6268995745098453
2024-10-25,BALANCED,0.342295904468734,0.0,0.0,0.018324574468085116,-0.018324574468085116,0.0,0.0,0.0,0.0,0.0,0.6154119065727288
2024-10-26,BALANCED,0.10843451722932074,0.0,0.0,0.002704050632911393,-0.002704050632911393,0.0,0.0,0.0,0.0,0.0,0.6137478016172596
2024-10-27,WEAK_RISK_ON_MAJORS,0.5773721605360781,0.0,0.00021547443210721563,0.008549582278481013,-0.008765056710588227,0.1436496214048104,0.2872992428096208,0.1436496214048104,0.2872992428096208,0.43094886421443124,0.6083682673300854
2024-10-28,WEAK_RISK_ON_MAJORS,0.530791947487799,0.00463743795173511,0.00021547443210721563,0.009855506329113927,-0.005433542809486032,0.1436496214048104,0.2872992428096208,0.0,0.0,0.0,0.6050626723056145
2024-10-29,WEAK_RISK_ON_MAJORS,0.6866303526112629,0.0,0.0,0.014226378151260512,-0.014226378151260512,0.0,0.0,0.0,0.0,0.0,0.5964548219241826
2024-10-30,WEAK_RISK_ON_MAJORS,0.7069191284404528,0.0,0.0,0.024772071428571435,-0.024772071428571435,0.0,0.0,0.0,0.0,0.0,0.581679400471561
2024-10-31,WEAK_RISK_ON_MAJORS,0.2681196163694999,0.0,0.0002,0.021543957983193283,-0.02174395798319328,0.13333333333333333,0.26666666666666666,0.13333333333333333,0.26666666666666666,0.4,0.5690313880280183
2024-11-01,WEAK_RISK_ON_MAJORS,0.717481586810988,-0.010524476996721077,0.00004933426463196678,0.016721533613445385,-0.027295344874798427,0.040673439447670094,0.057995089816263445,0.16233087824146505,0.3246617564829301,0.48699263472439513,0.5534994800472083
2024-11-02,WEAK_RISK_ON_MAJORS,0.5305212490222709,-0.003821345050794032,0.00024349631736219758,0.011219407563025217,-0.015284248931181448,0.16233087824146505,0.3246617564829301,0.0,0.0,0.0,0.5450396562108872
2024-11-03,WEAK_RISK_ON_MAJORS,0.4175897135695483,0.0,0.0,0.011636962184873954,-0.011636962184873954,0.0,0.0,0.0,0.0,0.0,0.5386970503423044
2024-11-04,WEAK_RISK_ON_MAJORS,0.3454038791168823,0.0,0.0,0.006006037815126056,-0.006006037815126056,0.0,0.0,0.0,0.0,0.0,0.5354616154870516
2024-11-05,BALANCED,0.19080330059933076,0.0,0.0,0.0037279915966386594,-0.0037279915966386594,0.0,0.0,0.0,0.0,0.0,0.5334654190841933
2024-11-06,WEAK_RISK_ON_MAJORS,0.8095802082731026,0.0,0.00026191604165462057,0.014909936974789921,-0.015171853016444541,0.17461069443641372,0.3492213888728274,0.17461069443641372,0.3492213888728274,0.5238320833092411,0.525371760156492
2024-11-07,STRONG_RISK_ON_MAJORS,1.5028014495525288,0.03829894762822927,0.00023808395834537944,0.026393262500000004,0.011667601169883881,0.1587226388969196,0.31744527779383924,0.3333333333333333,0.6666666666666666,1.0,0.5315015883199179
2024-11-08,WEAK_RISK_ON_MAJORS,0.9029658274416218,0.009584705418767372,0.00022827365637949893,0.023169400000000007,-0.013812968237612133,0.16400486674343037,0.2925424460155675,0.18706211032554956,0.3741242206510991,0.5611863309766487,0.5241599737622145
2024-11-09,STRONG_RISK_ON_MAJORS,1.8137394831836011,0.0028068923738821952,0.000226533163007804,0.011832793388429758,-0.009252434177555367,0.16052388000004056,0.2925424460155675,0.3333333333333333,0.6666666666666666,1.0,0.5193102181064704
2024-11-10,WEAK_RISK_ON_MAJORS,0.7144017584669078,0.0184043744165196,0.0002819588759431857,0.017683847107438023,0.0004385684331383935,0.22109155414421344,0.3428261977421579,0.16192023446225437,0.32384046892450874,0.48576070338676314,0.5195379711751381
2024-11-11,WEAK_RISK_ON_MAJORS,0.5,0.014861114702734674,0.00024288035169338156,0.05096199173553717,-0.03634375738449588,0.16192023446225437,0.32384046892450874,0.0,0.0,0.0,0.5006560091987157
2024-11-12,WEAK_RISK_ON_MAJORS,0.5,0.0,0.0,0.0684301844262295,-0.0684301844262295,0.0,0.0,0.0,0.0,0.0,0.4663960261551475
2024-11-13,BALANCED,0.04748452128872106,0.0,0.0,0.0555227950819672,-0.0555227950819672,0.0,0.0,0.0,0.0,0.0,0.44050041516789146
2024-11-14,BALANCED,0.15606771002529635,0.0,0.0,0.03528595102040816,-0.03528595102040816,0.0,0.0,0.0,0.0,0.0,0.4249569390938078
2024-11-15,BALANCED,0.5,0.0,0.0,0.025694816326530617,-0.025694816326530617,0.0,0.0,0.0,0.0,0.0,0.41403774859710774
2024-11-16,BALANCED,0.5,0.0,0.0,0.03651153658536584,-0.03651153658536584,0.0,0.0,0.0,0.0,0.0,0.3989205941914819
2024-11-18,WEAK_RISK_ON_MAJORS,0.691088456885712,0.0,0.00023821769137714243,0.0362935487804878,-0.03653176647186494,0.15881179425142827,0.31762358850285655,0.15881179425142827,0.31762358850285655,0.4764353827542848,0.3843473202036611
2024-11-19,WEAK_RISK_ON_MAJORS,0.6313408857665319,0.0062394375424686035,0.00023821769137714243,0.05134491532258062,-0.04534369547148916,0.15881179425142827,0.31762358850285655,0.0,0.0,0.0,0.3669195923610633
2024-11-20,BALANCED,-0.1823380799766595,0.0,0.0,0.030392564516129032,-0.030392564516129032,0.0,0.0,0.0,0.0,0.0,0.3557679649779979
2024-11-21,BALANCED,-0.041446665608291994,0.0,0.0,0.012623213709677426,-0.012623213709677426,0.0,0.0,0.0,0.0,0.0,0.3512770299250236
2024-11-22,WEAK_RISK_ON_MAJORS,0.5364780325206181,0.0,0.00020729560650412362,0.0503526987951807,-0.05055999440168482,0.13819707100274908,0.27639414200549817,0.13819707100274908,0.27639414200549817,0.41459121300824725,0.3335164652585739
2024-11-23,BALANCED,-0.05045372028168778,0.00785567042956526,0.00020729560650412362,0.05515579518072286,-0.04750742035766172,0.13819707100274908,0.27639414200549817,0.0,0.0,0.0,0.31767195834733336
2024-11-24,BALANCED,-0.09406609364916033,0.0,0.0,0.0467764096385542,-0.0467764096385542,0.0,0.0,0.0,0.0,0.0,0.30281240469299675
2024-11-25,BALANCED,-0.3131413586419738,0.0,0.0,0.03783887951807227,-0.03783887951807227,0.0,0.0,0.0,0.0,0.0,0.2913543225952407
2024-11-26,BALANCED,-0.25249531995429797,0.0,0.0,0.027848048192771077,-0.027848048192771077,0.0,0.0,0.0,0.0,0.0,0.2832406733784362
2024-11-27,BALANCED,-0.21428423876400104,0.0,0.0,0.006489795180722886,-0.006489795180722886,0.0,0.0,0.0,0.0,0.0,0.28140249942136014
2024-11-28,BALANCED,-0.005014708111299948,0.0,0.0,0.047054047619047606,-0.047054047619047606,0.0,0.0,0.0,0.0,0.0,0.2681613728134684
2024-11-29,BALANCED,-0.28395092352959184,0.0,0.0,0.03989938095238094,-0.03989938095238094,0.0,0.0,0.0,0.0,0.0,0.2574619000428704
2024-11-30,BALANCED,-0.11483277072628845,0.0,0.0,0.05778320238095237,-0.05778320238095237,0.0,0.0,0.0,0.0,0.0,0.24258492696730868
2024-12-01,BALANCED,0.0,0.0,0.0,0.05801352380952379,-0.05801352380952379,0.0,0.0,0.0,0.0,0.0,0.2285117205308591
2024-12-02,BALANCED,0.0,0.0,0.0,0.07870153571428569,-0.07870153571428569,0.0,0.0,0.0,0.0,0.0,0.21052749719636682
2024-12-03,BALANCED,0.0,0.0,0.0,0.07119342857142857,-0.07119342857142857,0.0,0.0,0.0,0.0,0.0,0.19553932286239564
2024-12-04,BALANCED,0.0,0.0,0.0,0.10483630952380954,-0.10483630952380954,0.0,0.0,0.0,0.0,0.0,0.1750397018867174
2024-12-05,BALANCED,0.0,0.0,0.0,0.07054267322834645,-0.07054267322834645,0.0,0.0,0.0,0.0,0.0,0.16269193339453553
2024-12-06,BALANCED,0.0,0.0,0.0,0.10672906299212595,-0.10672906299212595,0.0,0.0,0.0,0.0,0.0,0.14532797578695938
2024-12-07,BALANCED,0.0,0.0,0.0,0.09941465625000001,-0.09941465625000001,0.0,0.0,0.0,0.0,0.0,0.13088024503059048
2024-12-08,BALANCED,0.0,0.0,0.0,0.115602609375,-0.115602609375,0.0,0.0,0.0,0.0,0.0,0.11575014718941484
2024-12-09,BALANCED,0.0,0.0,0.0,0.0819947578125,-0.0819947578125,0.0,0.0,0.0,0.0,0.0,0.10625924190385755
2024-12-10,BALANCED,0.0,0.0,0.0,0.012203603112840468,-0.012203603112840468,0.0,0.0,0.0,0.0,0.0,0.10496249628859156
2024-12-11,BALANCED,0.0,0.0,0.0,0.011060000000000004,-0.011060000000000004,0.0,0.0,0.0,0.0,0.0,0.10380161107963974
2024-12-12,BALANCED,0.0,0.0,0.0,0.018776919540229888,-0.018776919540229888,0.0,0.0,0.0,0.0,0.0,0.10185253658025112
2024-12-13,BALANCED,0.0,0.0,0.0,0.02212871264367816,-0.02212871264367816,0.0,0.0,0.0,0.0,0.0,0.09959867106623702
2024-12-14,BALANCED,0.0,0.0,0.0,0.021980988593155892,-0.021980988593155892,0.0,0.0,0.0,0.0,0.0,0.09740939381363657
2024-12-15,BALANCED,0.0,0.0,0.0,0.018840593155893537,-0.018840593155893537,0.0,0.0,0.0,0.0,0.0,0.09557414305523164
2024-12-16,BALANCED,0.0,0.0,0.0,0.02084451330798479,-0.02084451330798479,0.0,0.0,0.0,0.0,0.0,0.09358194655841763
2024-12-17,BALANCED,0.0,0.0,0.0,-0.0043945584905660355,0.0043945584905660355,0.0,0.0,0.0,0.0,0.0,0.09399319789622962
2024-12-18,BALANCED,0.0,0.0,0.0,0.014151315789473685,-0.014151315789473685,0.0,0.0,0.0,0.0,0.0,0.09266307047073757
2024-12-19,BALANCED,0.0,0.0,0.0,0.00940888432835821,-0.00940888432835821,0.0,0.0,0.0,0.0,0.0,0.0917912143591679
2024-12-20,BALANCED,0.0,0.0,0.0,0.002042641791044777,-0.002042641791044777,0.0,0.0,0.0,0.0,0.0,0.09160371778866712
2024-12-21,BALANCED,0.0,0.0,0.0,0.016731849264705882,-0.016731849264705882,0.0,0.0,0.0,0.0,0.0,0.09007101819054049
2024-12-22,BALANCED,0.0,0.0,0.0,-0.013222963235294122,0.013222963235294122,0.0,0.0,0.0,0.0,0.0,0.0912620239526395
2024-12-23,BALANCED,0.0,0.0,0.0,-0.041171591911764706,0.041171591911764706,0.0,0.0,0.0,0.0,0.0,0.09501942675985928
2024-12-24,BALANCED,0.0,0.0,0.0,0.008761406593406594,-0.008761406593406594,0.0,0.0,0.0,0.0,0.0,0.09418692292774372
2024-12-25,BALANCED,0.0,0.0,0.0,0.012825054744525548,-0.012825054744525548,0.0,0.0,0.0,0.0,0.0,0.092978970484977
2024-12-26,BALANCED,0.0,0.0,0.0,-0.001766463503649634,0.001766463503649634,0.0,0.0,0.0,0.0,0.0,0.09314321444294563
2024-12-27,BALANCED,0.0,0.0,0.0,-0.006391576642335764,0.006391576642335764,0.0,0.0,0.0,0.0,0.0,0.09373854643677122
2024-12-28,BALANCED,0.0,0.0,0.0,-0.0027484379562043803,0.0027484379562043803,0.0,0.0,0.0,0.0,0.0,0.09399618101575748
2024-12-29,BALANCED,0.0,0.0,0.0,-0.02044083941605839,0.02044083941605839,0.0,0.0,0.0,0.0,0.0,0.09591754185762334
2024-12-30,BALANCED,0.0,0.0,0.0,-0.005397010948905108,0.005397010948905108,0.0,0.0,0.0,0.0,0.0,0.096435209881221
2024-12-31,BALANCED,0.0,0.0,0.0,0.004234750000000001,-0.004234750000000001,0.0,0.0,0.0,0.0,0.0,0.09602683087617651
2025-01-01,BALANCED,0.0,0.0,0.0,0.003816989130434786,-0.003816989130434786,0.0,0.0,0.0,0.0,0.0,0.09566029750649205
2025-01-02,BALANCED,0.0,0.0,0.0,0.008231260869565217,-0.008231260869565217,0.0,0.0,0.0,0.0,0.0,0.0948728926428559
2025-01-03,BALANCED,0.0,0.0,0.0,0.02165540287769784,-0.02165540287769784,0.0,0.0,0.0,0.0,0.0,0.09281838193050228
2025-01-04,BALANCED,0.0,0.0,0.0,0.025093645161290326,-0.025093645161290326,0.0,0.0,0.0,0.0,0.0,0.09048923038989314
2025-01-05,BALANCED,0.0,0.0,0.0,0.014719365591397852,-0.014719365591397852,0.0,0.0,0.0,0.0,0.0,0.08915728632570007
2025-01-06,BALANCED,0.0,0.0,0.0,-0.01129479569892473,0.01129479569892473,0.0,0.0,0.0,0.0,0.0,0.09016429965981938
2025-01-07,BALANCED,0.0,0.0,0.0,-0.007951043010752688,0.007951043010752688,0.0,0.0,0.0,0.0,0.0,0.09088119988444901
2025-01-08,BALANCED,0.0,0.0,0.0,0.005282308510638298,-0.005282308510638298,0.0,0.0,0.0,0.0,0.0,0.09040113734884236
2025-01-09,BALANCED,0.0,0.0,0.0,-0.012136494699646642,0.012136494699646642,0.0,0.0,0.0,0.0,0.0,0.09149829027311862
2025-01-10,BALANCED,0.0,0.0,0.0,-0.018021073943661974,0.018021073943661974,0.0,0.0,0.0,0.0,0.0,0.09314718772784913
2025-01-11,BALANCED,0.0,0.0,0.0,0.0031921795774647902,-0.0031921795774647902,0.0,0.0,0.0,0.0,0.0,0.09284984517748601
2025-01-12,BALANCED,0.0,0.0,0.0,-0.016503411971830986,0.016503411971830986,0.0,0.0,0.0,0.0,0.0,0.0943821844239708
2025-01-13,BALANCED,0.0,0.0,0.0,-0.009757035211267605,0.009757035211267605,0.0,0.0,0.0,0.0,0.0,0.09530307472071184
2025-01-14,BALANCED,0.0,0.0,0.0,-0.01209004225352113,0.01209004225352113,0.0,0.0,0.0,0.0,0.0,0.09645529292097572
2025-01-15,BALANCED,0.0,0.0,0.0,0.012323968309859153,-0.012323968309859153,0.0,0.0,0.0,0.0,0.0,0.09526658094769944
2025-01-16,BALANCED,0.0,0.0,0.0,0.02058338947368421,-0.02058338947368421,0.0,0.0,0.0,0.0,0.0,0.09330567180822667
2025-01-17,BALANCED,0.0,0.0,0.0,0.01574847902097902,-0.01574847902097902,0.0,0.0,0.0,0.0,0.0,0.09183624939321647
2025-01-18,BALANCED,0.0,0.0,0.0,-0.011518020833333337,0.011518020833333337,0.0,0.0,0.0,0.0,0.0,0.09289402122698275
2025-01-20,BALANCED,0.0,0.0,0.0,0.026435169550173006,-0.026435169550173006,0.0,0.0,0.0,0.0,0.0,0.09043835202565009
2025-01-21,BALANCED,0.0,0.0,0.0,0.021005555172413794,-0.021005555172413794,0.0,0.0,0.0,0.0,0.0,0.08853864423247312
2025-01-22,BALANCED,0.0,0.0,0.0,0.024658975862068964,-0.024658975862068964,0.0,0.0,0.0,0.0,0.0,0.08635537194148425
2025-01-23,BALANCED,0.0,0.0,0.0,0.0009331752577319603,-0.0009331752577319603,0.0,0.0,0.0,0.0,0.0,0.08627478724501622
2025-01-24,BALANCED,0.0,0.0,0.0,-0.013850332191780822,0.013850332191780822,0.0,0.0,0.0,0.0,0.0,0.08746972170813491
2025-01-25,BALANCED,0.0,0.0,0.0,-0.013011326530612245,0.013011326530612245,0.0,0.0,0.0,0.0,0.0,0.08860781881882124
2025-01-26,BALANCED,0.0,0.0,0.0,-0.013545479591836742,0.013545479591836742,0.0,0.0,0.0,0.0,0.0,0.08980805422030876
2025-01-27,BALANCED,0.0,0.0,0.0,-0.02573522448979592,0.02573522448979592,0.0,0.0,0.0,0.0,0.0,0.09211928465666017
2025-01-28,BALANCED,0.0,0.0,0.0,-0.01666197959183678,0.01666197959183678,0.0,0.0,0.0,0.0,0.0,0.09365417429762404
2025-01-29,BALANCED,0.0,0.0,0.0,-0.0062476326530612235,0.0062476326530612235,0.0,0.0,0.0,0.0,0.0,0.09423929117506136
2025-01-30,BALANCED,0.0,0.0,0.0,-0.0015462406779661016,0.0015462406779661016,0.0,0.0,0.0,0.0,0.0,0.09438500780053892
2025-01-31,BALANCED,0.0,0.0,0.0,0.009624355932203392,-0.009624355932203392,0.0,0.0,0.0,0.0,0.0,0.09347661289080274
2025-02-01,BALANCED,0.0,0.0,0.0,0.001814827118644063,-0.001814827118644063,0.0,0.0,0.0,0.0,0.0,0.09330696899876952
2025-02-02,BALANCED,0.0,0.0,0.0,-0.04059274576271187,0.04059274576271187,0.0,0.0,0.0,0.0,0.0,0.09709455506922579
2025-02-03,BALANCED,0.0,0.0,0.0,-0.013488508474576272,0.013488508474576272,0.0,0.0,0.0,0.0,0.0,0.09840421579811225
2025-02-04,BALANCED,0.0,0.0,0.0,-0.005137291525423728,0.005137291525423728,0.0,0.0,0.0,0.0,0.0,0.09890974694199786
2025-02-05,BALANCED,0.0,0.0,0.0,-0.02548293559322034,0.02548293559322034,0.0,0.0,0.0,0.0,0.0,0.10143025765286251
2025-02-06,BALANCED,0.0,0.0,0.0,-0.013807779661016949,0.013807779661016949,0.0,0.0,0.0,0.0,0.0,0.10283078430149342
2025-02-07,BALANCED,0.0,0.0,0.0,-0.0390137027027027,0.0390137027027027,0.0,0.0,0.0,0.0,0.0,0.10684259394891762
2025-02-08,BALANCED,0.0,0.0,0.0,-0.01770270608108108,0.01770270608108108,0.0,0.0,0.0,0.0,0.0,0.1087339969865356
2025-02-09,BALANCED,0.0,0.0,0.0,-0.028224729729729732,0.028224729729729732,0.0,0.0,0.0,0.0,0.0,0.11180298466391382
2025-02-10,BALANCED,0.0,0.0,0.0,-0.019726373737373737,0.019726373737373737,0.0,0.0,0.0,0.0,0.0,0.11400845212434806
2025-02-11,BALANCED,0.0,0.0,0.0,-0.01914071717171718,0.01914071717171718,0.0,0.0,0.0,0.0,0.0,0.11619065566164548
2025-02-12,BALANCED,0.0,0.0,0.0,-0.046773583892617446,0.046773583892617446,0.0,0.0,0.0,0.0,0.0,0.1216253090417737
2025-02-13,BALANCED,0.0,0.0,0.0,0.0017322080536912765,-0.0017322080536912765,0.0,0.0,0.0,0.0,0.0,0.12141462870191885
2025-02-14,BALANCED,0.0,0.0,0.0,-0.030570897009966784,0.030570897009966784,0.0,0.0,0.0,0.0,0.0,0.12512638281146857
2025-02-15,BALANCED,0.0,0.0,0.0,0.0053704186046511625,-0.0053704186046511625,0.0,0.0,0.0,0.0,0.0,0.12445440175728516
2025-02-16,BALANCED,0.0,0.0,0.0,-0.012888757475083053,0.012888757475083053,0.0,0.0,0.0,0.0,0.0,0.12605846435824136
2025-02-17,BALANCED,0.0,0.0,0.0,-0.04886645182724254,0.04886645182724254,0.0,0.0,0.0,0.0,0.0,0.13221849423421955
2025-02-18,BALANCED,0.0,0.0,0.0,-0.07613917821782179,0.07613917821782179,0.0,0.0,0.0,0.0,0.0,0.14228550173041082
2025-02-19,BALANCED,0.0,0.0,0.0,-0.02660414851485149,0.02660414851485149,0.0,0.0,0.0,0.0,0.0,0.14607088634995682
2025-02-20,BALANCED,0.28026980064839596,0.0,0.0,-0.033327099009900996,0.033327099009900996,0.0,0.0,0.0,0.0,0.0,0.15093900524180584
2025-02-21,WEAK_RISK_ON_MAJORS,0.8754194870987643,0.0,0.00017925820701756608,-0.0007142960526315785,0.0005350378456140123,0.11950547134504402,0.23901094269008807,0.11950547134504405,0.23901094269008807,0.3585164140351321,0.15101976332198952
2025-02-22,WEAK_RISK_ON_MAJORS,0.19324294764503028,-0.007847691483348218,0.000052531635171171616,-0.01713023684210526,0.00923001372358587,0.04121441316370636,0.06384885717863686,0.0875810427557256,0.1751620855114512,0.26274312826717683,0.1524136778099842
2025-02-23,WEAK_RISK_ON_MAJORS,0.6767016187751994,0.002553588933372534,0.000023976577855956647,-0.015580154605263163,0.01810976696077974,0.01598438523730443,0.03196877047460886,0.10356542799303003,0.20713085598606007,0.3106962839790901,0.15517385399675837
2025-02-24,BALANCED,-0.1036679225815286,-0.000722840893111006,0.00015534814198954504,-0.02429566776315789,0.02341747872805734,0.10356542799303001,0.20713085598606007,0.0,0.0,0.0,0.15880763442187815
2025-02-25,BALANCED,0.34424719344536997,0.0,0.0,-0.022675144736842102,0.022675144736842102,0.0,0.0,0.0,0.0,0.0,0.16240862051770974
2025-02-26,BALANCED,0.4422226019272435,0.0,0.0,-0.012458694078947369,0.012458694078947369,0.0,0.0,0.0,0.0,0.0,0.16443201983652372
2025-02-27,BALANCED,0.09206246722323772,0.0,0.0,-0.005995381578947368,0.005995381578947368,0.0,0.0,0.0,0.0,0.0,0.1654178525392407
2025-02-28,BALANCED,0.2853420118428992,0.0,0.0,0.000927039473684211,-0.000927039473684211,0.0,0.0,0.0,0.0,0.0,0.16526450366028475
2025-03-01,BALANCED,0.007397239637589675,0.0,0.0,0.01346919078947369,-0.01346919078947369,0.0,0.0,0.0,0.0,0.0,0.1630385245297567
2025-03-02,BALANCED,-0.21205064647564048,0.0,0.0,0.005500440789473683,-0.005500440789473683,0.0,0.0,0.0,0.0,0.0,0.16214174077917762
2025-03-03,WEAK_RISK_ON_MAJORS,0.7458438174841322,0.0,0.00014717311571283432,0.018139342105263162,-0.018286515220975998,0.09811541047522289,0.19623082095044575,0.09811541047522288,0.19623082095044575,0.2943462314256686,0.15917673336846364
2025-03-04,BALANCED,-0.4829413802788226,-0.021720411086710783,0.00014717311571283432,-0.028214141447368425,0.006346557244944807,0.09811541047522289,0.19623082095044575,0.0,0.0,0.0,0.1601869576188499
2025-03-05,WEAK_RISK_ON_ALTS,-0.6229551617559319,0.0,0.0,-0.004763684210526316,0.004763684210526316,0.0,0.0,0.0,0.0,0.0,0.16095003769959107
2025-03-06,WEAK_RISK_ON_ALTS,-0.2028635604527989,0.0,0.0,-0.007583782894736842,0.007583782894736842,0.0,0.0,0.0,0.0,0.0,0.16217064784240448
