symbol,coingecko_id,venue,cg_lc,dim_asset_id,in_dim_asset,in_fact_price
AIN,infinity-ground,BINANCE,infinity-ground,,False,False
DEGO,dego-finance,BINANCE,dego-finance,,False,False
SQUIRREL,squirrel-by,BINANCE,squirrel-by,,False,False
EFAON,ishares-msci-eafe-etf-ondo-tokenized-etf,BINANCE,ishares-msci-eafe-etf-ondo-tokenized-etf,,False,False
SUMX,summer-point-token,BINANCE,summer-point-token,,False,False
LANTERNSOL,lantern-staked-sol,BINANCE,lantern-staked-sol,,False,False
IBGT,infrafred-bgt,BINANCE,infrafred-bgt,,False,False
VULT,vultisig,BINANCE,vultisig,,False,False
WFIO,wrapped-fio,BINANCE,wrapped-fio,,False,False
BOS,bitcoinos,BINANCE,bitcoinos,,False,False
FIO,fio-protocol,BINANCE,fio-protocol,,False,False
SN67,tenex,BINANCE,tenex,,False,False
SHMON,shmonad,BINANCE,shmonad,,False,False
PSC,powersnookercoin,BINANCE,powersnookercoin,,False,False
WETH,l2-standard-bridged-weth-abstract,BINANCE,l2-standard-bridged-weth-abstract,,False,False
BMEX,bitmex-token,BINANCE,bitmex-token,,False,False
V,vault-2,BINANCE,vault-2,,False,False
STEAKUSDT,steakhouse-usdt,BINANCE,steakhouse-usdt,,False,False
BUNDLE,village,BINANCE,village,,False,False
UFD,unicorn-fart-dust,BINANCE,unicorn-fart-dust,,False,False
MONEY,defi-money,BINANCE,defi-money,,False,False
SEND,send-token-2,BINANCE,send-token-2,,False,False
RACA,radio-caca,BINANCE,radio-caca,,False,False
ALPHA,alpha-fi,BINANCE,alpha-fi,,False,False
AURABAL,aura-bal,BINANCE,aura-bal,,False,False
RNT,reental,BINANCE,reental,,False,False
DMD,diamond,BINANCE,diamond,,False,False
GEAR,gearbox,BINANCE,gearbox,,False,False
MEED,meeds-dao,BINANCE,meeds-dao,,False,False
IDEX,aurora-dao,BINANCE,aurora-dao,,False,False
TURTLE,turtle-4,BINANCE,turtle-4,,False,False
BTG,bitcoin-gold,BINANCE,bitcoin-gold,,False,False
RSETH,kelpdao-bridged-rseth-unichain,BINANCE,kelpdao-bridged-rseth-unichain,,False,False
SPA,sperax,BINANCE,sperax,,False,False
SYMM,symmio,BINANCE,symmio,,False,False
MGG,mimbogamegroup,BINANCE,mimbogamegroup,,False,False
BOUNTY,sentinel-protocol,BINANCE,sentinel-protocol,,False,False
BELIEVE,ben-pasternak,BINANCE,ben-pasternak,,False,False
CXT,covalent-x-token,BINANCE,covalent-x-token,,False,False
SN50,synth-2,BINANCE,synth-2,,False,False
FHE,mind-network,BINANCE,mind-network,,False,False
PLT,poollotto-finance,BINANCE,poollotto-finance,,False,False
DNT,district0x,BINANCE,district0x,,False,False
USDF,flow-bridged-pyusd-flow,BINANCE,flow-bridged-pyusd-flow,,False,False
BOBO,bobo-coin,BINANCE,bobo-coin,,False,False
NIM,nimiq-2,BINANCE,nimiq-2,,False,False
JPYC,jpycoin,BINANCE,jpycoin,,False,False
HEI,heima,BINANCE,heima,,False,False
AKE,akedo,BINANCE,akedo,,False,False
ARIAIP,aria-2,BINANCE,aria-2,,False,False
XNY,codatta,BINANCE,codatta,,False,False
VFX,vifoxcoin,BINANCE,vifoxcoin,,False,False
USDC.E,soneium-bridged-usdc-soneium,BINANCE,soneium-bridged-usdc-soneium,,False,False
D,dar-open-network,BINANCE,dar-open-network,,False,False
CLV,clover-finance,BINANCE,clover-finance,,False,False
WAETHLIDOGHO,wrapped-aave-ethereum-lido-gho,BINANCE,wrapped-aave-ethereum-lido-gho,,False,False
SKI,ski-mask-dog,BINANCE,ski-mask-dog,,False,False
TOKE,tokemak,BINANCE,tokemak,,False,False
AFSUI,aftermath-staked-sui,BINANCE,aftermath-staked-sui,,False,False
ATS,alltoscan,BINANCE,alltoscan,,False,False
LOCK,houdini-swap,BINANCE,houdini-swap,,False,False
AOP,ark-of-panda,BINANCE,ark-of-panda,,False,False
QUIL,wrapped-quil,BINANCE,wrapped-quil,,False,False
OUSD,origin-dollar,BINANCE,origin-dollar,,False,False
MCB,mcdex,BINANCE,mcdex,,False,False
POLS,polkastarter,BINANCE,polkastarter,,False,False
WOD,world-of-dypians,BINANCE,world-of-dypians,,False,False
MEA,mecca,BINANCE,mecca,,False,False
USDT,polygon-hermez-bridged-usdt-x-layer,BINANCE,polygon-hermez-bridged-usdt-x-layer,,False,False
DEFI.SSI,defi-ssi,BINANCE,defi-ssi,,False,False
WFIL,wrapped-fil,BINANCE,wrapped-fil,,False,False
PIKA,pika-protocol,BINANCE,pika-protocol,,False,False
CITY,manchester-city-fan-token,BINANCE,manchester-city-fan-token,,False,False
APX,apollox-2,BINANCE,apollox-2,,False,False
WCGUSD,wrapped-cygnus-usd,BINANCE,wrapped-cygnus-usd,,False,False
AVA,ava-ai,BINANCE,ava-ai,,False,False
IWFON,ishares-russell-1000-growth-etf-ondo-tokenized-etf,BINANCE,ishares-russell-1000-growth-etf-ondo-tokenized-etf,,False,False
DIT,dadi-insight-token,BINANCE,dadi-insight-token,,False,False
A2Z,arena-z,BINANCE,arena-z,,False,False
GBACK,giveback,BINANCE,giveback,,False,False
SN29,coldint,BINANCE,coldint,,False,False
ARENA,the-arena,BINANCE,the-arena,,False,False
USDT,bridged-tether-scroll,BINANCE,bridged-tether-scroll,,False,False
HLSCOPE,hamilton-lane-senior-credit-opportunities-securitize-fund,BINANCE,hamilton-lane-senior-credit-opportunities-securitize-fund,,False,False
PMUSD,precious-metals-usd,BINANCE,precious-metals-usd,,False,False
GHST,aavegotchi,BINANCE,aavegotchi,,False,False
PRCL,parcl,BINANCE,parcl,,False,False
HOLLAR,hydrated-dollar,BINANCE,hydrated-dollar,,False,False
MEDGE,midas-medge,BINANCE,midas-medge,,False,False
ANDY,andy-the-wisguy,BINANCE,andy-the-wisguy,,False,False
SN41,sportstensor,BINANCE,sportstensor,,False,False
AVT,aventus,BINANCE,aventus,,False,False
PIT,pitbull,BINANCE,pitbull,,False,False
OGY,origyn-foundation,BINANCE,origyn-foundation,,False,False
DORA,dora-factory-2,BINANCE,dora-factory-2,,False,False
LC,lc-shib,BINANCE,lc-shib,,False,False
BTR,bitrue-token,BINANCE,bitrue-token,,False,False
WIMX,wrapped-immutable,BINANCE,wrapped-immutable,,False,False
TDROP,thetadrop,BINANCE,thetadrop,,False,False
NATI,illuminaticoin,BINANCE,illuminaticoin,,False,False
LCS,localcoinswap,BINANCE,localcoinswap,,False,False
BOOE,book-of-ethereum,BINANCE,book-of-ethereum,,False,False
FUSD,freedom-dollar,BINANCE,freedom-dollar,,False,False
STBTC,botanix-staked-bitcoin,BINANCE,botanix-staked-bitcoin,,False,False
WOKB,wrapped-okb,BINANCE,wrapped-okb,,False,False
KYSOL,kyros-restaked-sol,BINANCE,kyros-restaked-sol,,False,False
1R0R,r0ar-token,BINANCE,r0ar-token,,False,False
KEKIUS,kekius-maximus,BINANCE,kekius-maximus,,False,False
$FARTBOY,fartboy,BINANCE,fartboy,,False,False
USDT,kucoin-bridged-usdt-kucoin-community-chain,BINANCE,kucoin-bridged-usdt-kucoin-community-chain,,False,False
WBTC,bridged-wrapped-bitcoin-worldchain,BINANCE,bridged-wrapped-bitcoin-worldchain,,False,False
SN19,nineteen-ai,BINANCE,nineteen-ai,,False,False
MIM,magic-internet-money-runes,BINANCE,magic-internet-money-runes,,False,False
PCOCK,pulsechain-peacock,BINANCE,pulsechain-peacock,,False,False
CHEQ,cheqd-network,BINANCE,cheqd-network,,False,False
STKAPT,staked-kofi-aptos,BINANCE,staked-kofi-aptos,,False,False
PUPPIES,i-love-puppies,BINANCE,i-love-puppies,,False,False
REAL,real-4,BINANCE,real-4,,False,False
ZEPH,zephyr-protocol,BINANCE,zephyr-protocol,,False,False
ZRC,zircuit,BINANCE,zircuit,,False,False
PUSD,plume-usd,BINANCE,plume-usd,,False,False
TITN,thor-wallet,BINANCE,thor-wallet,,False,False
ICECREAM,icecream-ai,BINANCE,icecream-ai,,False,False
REG,realtoken-ecosystem-governance,BINANCE,realtoken-ecosystem-governance,,False,False
WIN,win-3,BINANCE,win-3,,False,False
LODE,lodesupply,BINANCE,lodesupply,,False,False
POLIS,star-atlas-dao,BINANCE,star-atlas-dao,,False,False
WBTC,etherlink-bridged-wbtc-etherlink,BINANCE,etherlink-bridged-wbtc-etherlink,,False,False
USDBC,bridged-usd-coin-base,BINANCE,bridged-usd-coin-base,,False,False
VFY,zkverify,BINANCE,zkverify,,False,False
GETH,gigaeth,BINANCE,gigaeth,,False,False
SAROS,saros-finance,BINANCE,saros-finance,,False,False
BTCUSD,bitcoin-usd-btcfi,BINANCE,bitcoin-usd-btcfi,,False,False
IRON,iron-fish,BINANCE,iron-fish,,False,False
XMN,xmoney-2,BINANCE,xmoney-2,,False,False
SN35,logicnet,BINANCE,logicnet,,False,False
GFAL,games-for-a-living,BINANCE,games-for-a-living,,False,False
PLUSD,trevee-plasma-usd,BINANCE,trevee-plasma-usd,,False,False
MDT,measurable-data-token,BINANCE,measurable-data-token,,False,False
JOE,joe-coin,BINANCE,joe-coin,,False,False
WIOTX,wrapped-iotex,BINANCE,wrapped-iotex,,False,False
OUSDT,orbit-bridge-klaytn-usd-tether,BINANCE,orbit-bridge-klaytn-usd-tether,,False,False
PNG,pangolin,BINANCE,pangolin,,False,False
CESS,cumulus-encrypted-storage-system,BINANCE,cumulus-encrypted-storage-system,,False,False
OMFG,omnipair,BINANCE,omnipair,,False,False
SPC,spacechain-erc-20,BINANCE,spacechain-erc-20,,False,False
NEX,neon-exchange,BINANCE,neon-exchange,,False,False
USDCV,usd-coinvertible,BINANCE,usd-coinvertible,,False,False
NEX,nexora,BINANCE,nexora,,False,False
DINERO,dinero-2,BINANCE,dinero-2,,False,False
SN1,apex-5,BINANCE,apex-5,,False,False
SFUND,seedify-fund,BINANCE,seedify-fund,,False,False
BTR,bitlayer-bitvm,BINANCE,bitlayer-bitvm,,False,False
GHX,gamercoin,BINANCE,gamercoin,,False,False
GAL,galatasaray-fan-token,BINANCE,galatasaray-fan-token,,False,False
PIN,pinlink,BINANCE,pinlink,,False,False
BLZ,bluzelle,BINANCE,bluzelle,,False,False
TCOM,tcom-global,BINANCE,tcom-global,,False,False
EMT,earthmeta,BINANCE,earthmeta,,False,False
GOLDAO,gold-dao,BINANCE,gold-dao,,False,False
FAIR3,fair-and-free,BINANCE,fair-and-free,,False,False
DHT,dhedge-dao,BINANCE,dhedge-dao,,False,False
EUROP,schuman-europ,BINANCE,schuman-europ,,False,False
BERASTONE,stakestone-berachain-vault-token,BINANCE,stakestone-berachain-vault-token,,False,False
STM,steam22,BINANCE,steam22,,False,False
MNTX,minutes-network-token,BINANCE,minutes-network-token,,False,False
AXGT,axondao-governance-token,BINANCE,axondao-governance-token,,False,False
MEY,mey-network,BINANCE,mey-network,,False,False
URANUS,uranus-4,BINANCE,uranus-4,,False,False
ALU,altura,BINANCE,altura,,False,False
SN48,nextplace,BINANCE,nextplace,,False,False
DUCK,duckchain-token,BINANCE,duckchain-token,,False,False
KRL,kryll,BINANCE,kryll,,False,False
STATOM,stride-staked-atom,BINANCE,stride-staked-atom,,False,False
NIBI,nibiru,BINANCE,nibiru,,False,False
MPST,maxi-payfi-strategy-token,BINANCE,maxi-payfi-strategy-token,,False,False
BOB,build-on-bnb,BINANCE,build-on-bnb,,False,False
IEMGON,ishares-core-msci-emerging-markets-etf-ondo-tokenized-etf,BINANCE,ishares-core-msci-emerging-markets-etf-ondo-tokenized-etf,,False,False
REP,augur,BINANCE,augur,,False,False
SN14,taohash,BINANCE,taohash,,False,False
WETH,celo-bridged-weth-celo,BINANCE,celo-bridged-weth-celo,,False,False
SHDW,genesysgo-shadow,BINANCE,genesysgo-shadow,,False,False
GRP,grape-2-2,BINANCE,grape-2-2,,False,False
TRWA,tharwa,BINANCE,tharwa,,False,False
SN60,bitsec-ai,BINANCE,bitsec-ai,,False,False
COMMON,common-2,BINANCE,common-2,,False,False
USDC,polygon-hermez-bridged-usdc-x-layer,BINANCE,polygon-hermez-bridged-usdc-x-layer,,False,False
VERSE,verse-world,BINANCE,verse-world,,False,False
BABYSHIBAINU,baby-shiba-inu,BINANCE,baby-shiba-inu,,False,False
PUMP,pumpbtc-2,BINANCE,pumpbtc-2,,False,False
WSTETH,wormhole-bridged-wsteth-bsc,BINANCE,wormhole-bridged-wsteth-bsc,,False,False
BFG,bfg-token,BINANCE,bfg-token,,False,False
CAW,crow-with-knife,BINANCE,crow-with-knife,,False,False
TAOBOT,tao-bot,BINANCE,tao-bot,,False,False
PROPC,propchain,BINANCE,propchain,,False,False
SPSC,shit-piss-skin-can,BINANCE,shit-piss-skin-can,,False,False
MOR,morpheusai,BINANCE,morpheusai,,False,False
QUACK,richquack,BINANCE,richquack,,False,False
CDCSOL,crypto-com-staked-sol,BINANCE,crypto-com-staked-sol,,False,False
VIVI,vivi-coin,BINANCE,vivi-coin,,False,False
NUM,numbers-protocol,BINANCE,numbers-protocol,,False,False
MBASIS,midas-basis-trading-token,BINANCE,midas-basis-trading-token,,False,False
BBB,beny-bad-boy,BINANCE,beny-bad-boy,,False,False
NRN,neuron,BINANCE,neuron,,False,False
TLOS,telos,BINANCE,telos,,False,False
RE7WETH,re7-weth,BINANCE,re7-weth,,False,False
BCHEM,bitchemical-token,BINANCE,bitchemical-token,,False,False
DADDY,daddy-tate,BINANCE,daddy-tate,,False,False
ZNN,zenon-2,BINANCE,zenon-2,,False,False
SN93,bitcast,BINANCE,bitcast,,False,False
0X0,0x0-ai-ai-smart-contract,BINANCE,0x0-ai-ai-smart-contract,,False,False
APFC,apf-coin,BINANCE,apf-coin,,False,False
PKOIN,pocketcoin,BINANCE,pocketcoin,,False,False
BKN,brickken,BINANCE,brickken,,False,False
MCADE,metacade,BINANCE,metacade,,False,False
QUICK,quickswap,BINANCE,quickswap,,False,False
MAUSDC,matic-aave-usdc,BINANCE,matic-aave-usdc,,False,False
EQB,equilibria-finance,BINANCE,equilibria-finance,,False,False
WAPLAUSDT0,wrapped-aave-plasma-usdt0,BINANCE,wrapped-aave-plasma-usdt0,,False,False
YEC,ycash,BINANCE,ycash,,False,False
DPHN,dolphin-2,BINANCE,dolphin-2,,False,False
KIBSHI,kiboshib,BINANCE,kiboshib,,False,False
USDR,stablr-usd,BINANCE,stablr-usd,,False,False
LADYS,milady-meme-coin,BINANCE,milady-meme-coin,,False,False
ATM,atletico-madrid,BINANCE,atletico-madrid,,False,False
VINU,vita-inu,BINANCE,vita-inu,,False,False
CX,cortex-2,BINANCE,cortex-2,,False,False
OMIKAMI,amaterasu-omikami,BINANCE,amaterasu-omikami,,False,False
ARG,argentine-football-association-fan-token,BINANCE,argentine-football-association-fan-token,,False,False
ADO,ado-network,BINANCE,ado-network,,False,False
WEN,wen-4,BINANCE,wen-4,,False,False
ENG,eggle-energy,BINANCE,eggle-energy,,False,False
BID,creatorbid,BINANCE,creatorbid,,False,False
DGLD,gold-token-sa-dgld-tokenized-gold,BINANCE,gold-token-sa-dgld-tokenized-gold,,False,False
AGRS,agoras-currency-of-tau,BINANCE,agoras-currency-of-tau,,False,False
EPIC,epic-cash,BINANCE,epic-cash,,False,False
CEUR,celo-euro,BINANCE,celo-euro,,False,False
BOX,debox,BINANCE,debox,,False,False
CHESS,tranchess,BINANCE,tranchess,,False,False
USOL,wrapped-solana-universal,BINANCE,wrapped-solana-universal,,False,False
WRBNT,wrapped-rbnt,BINANCE,wrapped-rbnt,,False,False
UNA,unagi-token,BINANCE,unagi-token,,False,False
DOP2,data-ownership-protocol-2,BINANCE,data-ownership-protocol-2,,False,False
FOX,shapeshift-fox-token,BINANCE,shapeshift-fox-token,,False,False
BBUSD,bouncebit-usd-2,BINANCE,bouncebit-usd-2,,False,False
SN85,vidaio,BINANCE,vidaio,,False,False
WABASGHO,wrapped-aave-base-gho,BINANCE,wrapped-aave-base-gho,,False,False
SN18,zeus-5,BINANCE,zeus-5,,False,False
PMT,public-meme-token,BINANCE,public-meme-token,,False,False
CULT,cult-dao,BINANCE,cult-dao,,False,False
SN63,alpha-trader-exchange-atx,BINANCE,alpha-trader-exchange-atx,,False,False
DOLZ,dolz-io,BINANCE,dolz-io,,False,False
CAM,camino-network,BINANCE,camino-network,,False,False
XTM,minotari,BINANCE,minotari,,False,False
XAVA,avalaunch,BINANCE,avalaunch,,False,False
LUNC,wrapped-terra,BINANCE,wrapped-terra,,False,False
PAPARAZZI,paparazzi-token,BINANCE,paparazzi-token,,False,False
PERP,perpetual-protocol,BINANCE,perpetual-protocol,,False,False
ALPINE,alpine-f1-team-fan-token,BINANCE,alpine-f1-team-fan-token,,False,False
CGN,cygnus-2,BINANCE,cygnus-2,,False,False
VSC,vyvo-smart-chain,BINANCE,vyvo-smart-chain,,False,False
FUZZY,fuzzybear,BINANCE,fuzzybear,,False,False
SN39,w-ai-parked,BINANCE,w-ai-parked,,False,False
RZR,rezor,BINANCE,rezor,,False,False
TOMI,tominet,BINANCE,tominet,,False,False
HUSTLE,agent-hustle,BINANCE,agent-hustle,,False,False
HERO,metahero,BINANCE,metahero,,False,False
ACM,ac-milan-fan-token,BINANCE,ac-milan-fan-token,,False,False
SESH,session-token,BINANCE,session-token,,False,False
M87,messier,BINANCE,messier,,False,False
USDQ,quantoz-usdq,BINANCE,quantoz-usdq,,False,False
NVDAON,nvidia-ondo-tokenized-stock,BINANCE,nvidia-ondo-tokenized-stock,,False,False
HDN,hydranet,BINANCE,hydranet,,False,False
BMC,bountymarketcap,BINANCE,bountymarketcap,,False,False
STNK,stonks-4,BINANCE,stonks-4,,False,False
EGN,edu3games,BINANCE,edu3games,,False,False
OCTA,octaspace,BINANCE,octaspace,,False,False
RARI,rarible,BINANCE,rarible,,False,False
DREAMS,daydreams,BINANCE,daydreams,,False,False
SWELL,swell-network,BINANCE,swell-network,,False,False
DADDYDOGE,daddy-doge,BINANCE,daddy-doge,,False,False
LOOPIN,loopin-network,BINANCE,loopin-network,,False,False
MANYU,manyu-2,BINANCE,manyu-2,,False,False
EAT,375ai,BINANCE,375ai,,False,False
STXTZ,stacy-staked-xtz,BINANCE,stacy-staked-xtz,,False,False
GRAM,gram-2,BINANCE,gram-2,,False,False
PROS,prosper,BINANCE,prosper,,False,False
ATLAS,star-atlas,BINANCE,star-atlas,,False,False
NMT,netmind-token,BINANCE,netmind-token,,False,False
OOB,oobit-2,BINANCE,oobit-2,,False,False
$MYRO,myro,BINANCE,myro,,False,False
USDC,initia-bridged-usdc-initia,BINANCE,initia-bridged-usdc-initia,,False,False
PORK,pepefork,BINANCE,pepefork,,False,False
WETH,kcc-bridged-weth-kucoin-community-chain,BINANCE,kcc-bridged-weth-kucoin-community-chain,,False,False
LIT,litentry,BINANCE,litentry,,False,False
PEAR,pear-protocol,BINANCE,pear-protocol,,False,False
SN33,readyai,BINANCE,readyai,,False,False
LYXE,lukso-token,BINANCE,lukso-token,,False,False
ROCK.RETH,rocksolid-reth,BINANCE,rocksolid-reth,,False,False
VLR,velora,BINANCE,velora,,False,False
PATIENCE,patience-token,BINANCE,patience-token,,False,False
42,semantic-layer,BINANCE,semantic-layer,,False,False
TRUINJ,trufin-staked-inj,BINANCE,trufin-staked-inj,,False,False
MGP,magpie,BINANCE,magpie,,False,False
CHILLHOUSE,chill-house,BINANCE,chill-house,,False,False
SN13,data-universe,BINANCE,data-universe,,False,False
EVAA,evaa-protocol,BINANCE,evaa-protocol,,False,False
DPI,defipulse-index,BINANCE,defipulse-index,,False,False
RICH,ostrich,BINANCE,ostrich,,False,False
PIPE,pipe-network,BINANCE,pipe-network,,False,False
COS,contentos,BINANCE,contentos,,False,False
KCT,konnect,BINANCE,konnect,,False,False
CMC20,coinmarketcap-20-index-dtf,BINANCE,coinmarketcap-20-index-dtf,,False,False
THQ,theoriq,BINANCE,theoriq,,False,False
SN71,kora,BINANCE,kora,,False,False
CRMC,chrema-coin,BINANCE,chrema-coin,,False,False
BLOCK,block-4,BINANCE,block-4,,False,False
SAN,santiment-network-token,BINANCE,santiment-network-token,,False,False
COINX,coinbase-xstock,BINANCE,coinbase-xstock,,False,False
TKO,tokocrypto,BINANCE,tokocrypto,,False,False
MOODENG,moo-deng-2,BINANCE,moo-deng-2,,False,False
USDC,sx-rollup-bridged-usdc-sx-rollup,BINANCE,sx-rollup-bridged-usdc-sx-rollup,,False,False
CHECK,checkmate-2,BINANCE,checkmate-2,,False,False
SN53,efficientfrontier,BINANCE,efficientfrontier,,False,False
KOMA,koma-inu,BINANCE,koma-inu,,False,False
IZI,izumi-finance,BINANCE,izumi-finance,,False,False
FEG,feg-token-2,BINANCE,feg-token-2,,False,False
MEMEFI,memefi-2,BINANCE,memefi-2,,False,False
CRTS,cratos,BINANCE,cratos,,False,False
BMT,bubblemaps,BINANCE,bubblemaps,,False,False
B3TR,vebetterdao,BINANCE,vebetterdao,,False,False
HMT,human-protocol,BINANCE,human-protocol,,False,False
PIXEL,pixels,BINANCE,pixels,,False,False
SUSD,solayer-usd,BINANCE,solayer-usd,,False,False
MIGGLES,mister-miggles,BINANCE,mister-miggles,,False,False
DDX,derivadao,BINANCE,derivadao,,False,False
DJI6930,dowge,BINANCE,dowge,,False,False
OVPP,openvpp,BINANCE,openvpp,,False,False
SLERF,slerf-2,BINANCE,slerf-2,,False,False
TRIAS,trias-token,BINANCE,trias-token,,False,False
RUSDC,relend-network-usdc-swell,BINANCE,relend-network-usdc-swell,,False,False
LCAT,lion-cat,BINANCE,lion-cat,,False,False
SOL,base-bridged-sol-base,BINANCE,base-bridged-sol-base,,False,False
HTR,hathor,BINANCE,hathor,,False,False
ANT,aragon,BINANCE,aragon,,False,False
T99,tethereum-3,BINANCE,tethereum-3,,False,False
WOLF,landwolf-0x67,BINANCE,landwolf-0x67,,False,False
MYST,mysterium,BINANCE,mysterium,,False,False
FACY,araistotle,BINANCE,araistotle,,False,False
BNUSD,balanced-dollars,BINANCE,balanced-dollars,,False,False
JOBCOIN,jobcoin-2,BINANCE,jobcoin-2,,False,False
SQGROW,squidgrow-2,BINANCE,squidgrow-2,,False,False
DMC,delorean,BINANCE,delorean,,False,False
GLC,goldcoin,BINANCE,goldcoin,,False,False
BLUAI,bluwhale,BINANCE,bluwhale,,False,False
BOSON,boson-protocol,BINANCE,boson-protocol,,False,False
MEMS,memesis-world,BINANCE,memesis-world,,False,False
FPIS,frax-price-index-share,BINANCE,frax-price-index-share,,False,False
SUP,superp,BINANCE,superp,,False,False
SCA,scallop-2,BINANCE,scallop-2,,False,False
STEAKUSDC,steakhouse-usdc,BINANCE,steakhouse-usdc,,False,False
PIXL,sappy-seals-pixl,BINANCE,sappy-seals-pixl,,False,False
PX,not-pixel,BINANCE,not-pixel,,False,False
WINK,wink-2,BINANCE,wink-2,,False,False
CSWAP,chainswap-3,BINANCE,chainswap-3,,False,False
REN,republic-protocol,BINANCE,republic-protocol,,False,False
FTMX,ftmtoken,BINANCE,ftmtoken,,False,False
SN6,infinite-games,BINANCE,infinite-games,,False,False
SAD,sad-coin,BINANCE,sad-coin,,False,False
SN81,patrol-tao-com,BINANCE,patrol-tao-com,,False,False
WXTZ,wrapped-xtz,BINANCE,wrapped-xtz,,False,False
XX,xxcoin,BINANCE,xxcoin,,False,False
QST,qustream,BINANCE,qustream,,False,False
USDH,hermetica-usdh,BINANCE,hermetica-usdh,,False,False
WXT,wirex,BINANCE,wirex,,False,False
ALKIMI,alkimi-2,BINANCE,alkimi-2,,False,False
GLDX,gold-xstock,BINANCE,gold-xstock,,False,False
U,union-2,BINANCE,union-2,,False,False
NXRA,allianceblock-nexera,BINANCE,allianceblock-nexera,,False,False
OWBTC,orbit-bridge-klaytn-wrapped-btc,BINANCE,orbit-bridge-klaytn-wrapped-btc,,False,False
METAON,meta-platforms-ondo-tokenized-stock,BINANCE,meta-platforms-ondo-tokenized-stock,,False,False
CDL,creditlink-token,BINANCE,creditlink-token,,False,False
SHACK,shack-token,BINANCE,shack-token,,False,False
USDUC,unstable-coin,BINANCE,unstable-coin,,False,False
SRM,serum,BINANCE,serum,,False,False
EEMON,ishares-msci-emerging-markets-etf-ondo-tokenized-etf,BINANCE,ishares-msci-emerging-markets-etf-ondo-tokenized-etf,,False,False
MVC,mileverse,BINANCE,mileverse,,False,False
SPUSD,soulpeg-usd,BINANCE,soulpeg-usd,,False,False
KDK,kodiak-finance,BINANCE,kodiak-finance,,False,False
COPI,cornucopias,BINANCE,cornucopias,,False,False
SN11,dippy,BINANCE,dippy,,False,False
EURQ,quantoz-eurq,BINANCE,quantoz-eurq,,False,False
AURY,aurory,BINANCE,aurory,,False,False
$BORGY,borgy,BINANCE,borgy,,False,False
SOBTC,wrapped-bitcoin-sollet,BINANCE,wrapped-bitcoin-sollet,,False,False
FLRETH,flare-staked-ether,BINANCE,flare-staked-ether,,False,False
SN16,bitads,BINANCE,bitads,,False,False
DRG,dragonswap,BINANCE,dragonswap,,False,False
WETH,arbitrum-bridged-weth-arbitrum-nova,BINANCE,arbitrum-bridged-weth-arbitrum-nova,,False,False
PDT,paragonsdao,BINANCE,paragonsdao,,False,False
HOLD,holdstation-2,BINANCE,holdstation-2,,False,False
USP,usp-yield-optimized-stablecoin,BINANCE,usp-yield-optimized-stablecoin,,False,False
UFO,ufo-token,BINANCE,ufo-token,,False,False
U,united-stables,BINANCE,united-stables,,False,False
WETH,superbridge-bridged-weth-soneium,BINANCE,superbridge-bridged-weth-soneium,,False,False
FREYA,freya-by-virtuals,BINANCE,freya-by-virtuals,,False,False
CTY,custodiy-2,BINANCE,custodiy-2,,False,False
SPDR,spiderswap,BINANCE,spiderswap,,False,False
MIU,miu-2,BINANCE,miu-2,,False,False
CA,ca-htb,BINANCE,ca-htb,,False,False
NTX,nunet,BINANCE,nunet,,False,False
FRAX,rainbow-bridged-frax-near-protocol,BINANCE,rainbow-bridged-frax-near-protocol,,False,False
DHC,doge-head-coin,BINANCE,doge-head-coin,,False,False
SWAP,trustswap,BINANCE,trustswap,,False,False
BROCCOLI,broccoli-3,BINANCE,broccoli-3,,False,False
CTX,cryptex-finance,BINANCE,cryptex-finance,,False,False
LOFI,lofi-2,BINANCE,lofi-2,,False,False
STEP,step-finance,BINANCE,step-finance,,False,False
FRIEND,friend-tech,BINANCE,friend-tech,,False,False
NRS,nereus-token,BINANCE,nereus-token,,False,False
TICS,qubetics,BINANCE,qubetics,,False,False
UBT,unibright,BINANCE,unibright,,False,False
PTB,portal-to-bitcoin,BINANCE,portal-to-bitcoin,,False,False
HAI,hackenai,BINANCE,hackenai,,False,False
SURE,insure,BINANCE,insure,,False,False
BCD,bitcoin-diamond,BINANCE,bitcoin-diamond,,False,False
NEXA,nexacoin,BINANCE,nexacoin,,False,False
INDY,indigo-dao-governance-token,BINANCE,indigo-dao-governance-token,,False,False
XCP,counterparty,BINANCE,counterparty,,False,False
CODEC,codec-flow,BINANCE,codec-flow,,False,False
KMD,komodo,BINANCE,komodo,,False,False
GUA,superfortune,BINANCE,superfortune,,False,False
BCN,bytecoin,BINANCE,bytecoin,,False,False
VTC,vertcoin,BINANCE,vertcoin,,False,False
REF,ref-finance,BINANCE,ref-finance,,False,False
WTN,waterneuron,BINANCE,waterneuron,,False,False
RXRC,rxr-coin,BINANCE,rxr-coin,,False,False
JAGER,jager-hunter,BINANCE,jager-hunter,,False,False
SAGA,wrapped-saga,BINANCE,wrapped-saga,,False,False
USDT,bridged-tether-starkgate,BINANCE,bridged-tether-starkgate,,False,False
VCHF,vnx-swiss-franc,BINANCE,vnx-swiss-franc,,False,False
VCT,vchat-token,BINANCE,vchat-token,,False,False
AI,sleepless-ai,BINANCE,sleepless-ai,,False,False
AFR,afreum,BINANCE,afreum,,False,False
LCAP,cf-large-cap-index,BINANCE,cf-large-cap-index,,False,False
