date,f_btc,f_alt,alt_coverage,p_level,frac_hot_180,frac_cold_180,struct_hot,early_hot,struct_cold,score_raw,funding_regime_long,regime_bucket
2025-05-28,0.0052013333333333,0.0064870068728522,0.8818181818181818,0.7857142857142857,0.2553191489361702,0.2553191489361702,0.520516717325228,0.5303951367781155,0.2553191489361702,0.07659574468085109,0.43617021276595747,GREEN
2025-05-29,0.0064713333333333,0.0052625532646048,0.8818181818181818,0.7304964539007093,0.2535211267605634,0.2535211267605634,0.4920087903306363,0.4769753271401459,0.2535211267605634,0.076056338028169,0.43661971830985913,AMBER
2025-05-30,0.0070913333333333,0.0001556701030927,0.8818181818181818,0.29577464788732394,0.2517482517482518,0.2517482517482518,0.2737614498177878,0.044026396139072166,0.2517482517482518,0.07552447552447553,0.4370629370629371,AMBER
2025-05-31,0.006185,-0.0016881099656357,0.8818181818181818,0.18181818181818182,0.25,0.25,0.2159090909090909,0.0,0.25,0.05454545454545455,0.4545454545454545,RED
2025-06-01,0.0054023333333333,0.0027238762886597,0.8818181818181818,0.5138888888888888,0.25517241379310346,0.25517241379310346,0.3845306513409962,0.2587164750957854,0.25517241379310346,0.07655172413793106,0.43620689655172407,GREEN
2025-06-02,0.006227,0.0051568350515463,0.8818181818181818,0.7241379310344828,0.2534246575342466,0.2534246575342466,0.4887812942843647,0.4707132735002362,0.2534246575342466,0.07602739726027397,0.4366438356164384,AMBER
2025-06-03,0.0042883333333333,0.0060153333333333,0.8818181818181818,0.7671232876712328,0.25170068027210885,0.25170068027210885,0.5094119839716709,0.5154226073991239,0.25170068027210885,0.0755102040816327,0.4370748299319728,AMBER
2025-06-04,0.0037793333333333,0.0045997044673539,0.8818181818181818,0.6938775510204082,0.25,0.25,0.4719387755102041,0.44387755102040816,0.25,0.07500000000000001,0.4374999999999999,AMBER
2025-06-05,0.004983,0.0011828934707903,0.8818181818181818,0.3716216216216216,0.2550335570469799,0.2550335570469799,0.3133275893343007,0.11658806457464171,0.2550335570469799,0.07651006711409396,0.43624161073825507,GREEN
2025-06-06,-0.00293,8.490721649484536e-05,0.8818181818181818,0.28187919463087246,0.25333333333333335,0.25333333333333335,0.2676062639821029,0.02854586129753911,0.25333333333333335,0.076,0.43666666666666665,AMBER
2025-06-07,0.0003896666666666,0.0044437628865979,0.8818181818181818,0.6666666666666666,0.25165562913907286,0.25165562913907286,0.45916114790286977,0.4150110375275938,0.25165562913907286,0.07549668874172186,0.4370860927152318,AMBER
2025-06-08,-0.0018806666666666,0.003007295532646,0.8818181818181818,0.543046357615894,0.25,0.25,0.396523178807947,0.29304635761589404,0.25,0.07499999999999997,0.4375,AMBER
