asset_id,recent_unique_dates,recent_start,recent_end
ZAI,374,2023-03-06,2026-03-05
ZANO,754,2023-03-06,2026-03-05
ZARP,752,2023-03-06,2026-03-05
ZBCN,655,2023-03-06,2026-03-05
ZBT,105,2023-03-06,2026-03-05
ZBTC,308,2023-03-06,2026-03-05
ZCHF,652,2023-03-06,2026-03-05
ZCL,749,2023-03-06,2026-03-05
ZCX,754,2023-03-06,2026-03-05
ZEC,723,2023-03-06,2026-03-05
ZEDXION,721,2023-03-06,2026-03-05
ZEN,754,2023-03-06,2026-03-05
ZENBTC,241,2023-03-06,2026-03-05
ZENT,658,2023-03-06,2026-03-05
ZEPH,754,2023-03-06,2026-03-05
ZERA,150,2023-03-06,2026-03-05
ZEREBRO,487,2023-03-06,2026-03-05
ZETA,729,2023-03-06,2026-03-05
ZEUS,665,2023-03-06,2026-03-05
ZEX,582,2023-03-06,2026-03-05
ZFI,437,2023-03-06,2026-03-05
ZIG,754,2023-03-06,2026-03-05
ZIL,754,2023-03-06,2026-03-05
ZK,592,2023-03-06,2026-03-05
ZKC,137,2023-03-06,2026-03-05
ZKCRO,519,2023-03-06,2026-03-05
ZKJ,682,2023-03-06,2026-03-05
ZKML,749,2023-03-06,2026-03-05
ZKP,754,2023-03-06,2026-03-05
ZND,457,2023-03-06,2026-03-05
ZNN,749,2023-03-06,2026-03-05
ZORA,315,2023-03-06,2026-03-05
ZRC,431,2023-03-06,2026-03-05
ZRO,603,2023-03-06,2026-03-05
ZRX,754,2023-03-06,2026-03-05
ZYPTO,753,2023-03-06,2026-03-05
修仙,111,2023-03-06,2026-03-05
哈基米,113,2023-03-06,2026-03-05
客服小何,114,2023-03-06,2026-03-05
币安人生,115,2023-03-06,2026-03-05
恶俗企鹅,82,2023-03-06,2026-03-05
马到成功,75,2023-03-06,2026-03-05
