asset,window,model,Sharpe,CAGR,MaxDD,dSharpe_vs_M0,dCAGR_vs_M0
SOL,2024+,M5_brk0.5_up,0.14379957181743938,-0.07766548368017445,-0.6899401156826144,0.053687483474094355,0.02627798544513371
SOL,2024+,FAST_down,0.03403600702913631,-0.1256465523294371,-0.6976886706098206,-0.056076081314208714,-0.021703083204128948
SOL,2024+,M5_brk0.5_down,0.0027742711613578668,-0.14275288062650282,-0.7031101123526143,-0.08733781718198716,-0.03880941150119466
SOL,2019-2025 (no 2026),M0_3close,0.6133297491617797,0.21097887097781687,-0.692182934354044,0.0,0.0
SOL,2019-2025 (no 2026),M1_1close,0.5248542639052451,0.14600194682258438,-0.7221273501659617,-0.08847548525653459,-0.06497692415523248
SOL,2019-2025 (no 2026),FAST_both,0.5248542639052451,0.14600194682258438,-0.7221273501659617,-0.08847548525653459,-0.06497692415523248
SOL,2019-2025 (no 2026),M5_brk0.5_both,0.4283165387919401,0.0792147706979911,-0.7272582242460638,-0.18501321036983964,-0.13176410027982577
SOL,2019-2025 (no 2026),FAST_up,0.6195365934150437,0.21549216795603443,-0.6674662138933458,0.00620684425326401,0.0045132969782175625
SOL,2019-2025 (no 2026),M5_brk0.5_up,0.5495447026321364,0.1629627864163974,-0.6899401156826143,-0.06378504652964334,-0.04801608456141948
SOL,2019-2025 (no 2026),FAST_down,0.5169038834529704,0.1417466770150262,-0.6976886706098205,-0.09642586570880929,-0.06923219396279068
SOL,2019-2025 (no 2026),M5_brk0.5_down,0.49152695596937457,0.12377309044392848,-0.7031101123526142,-0.12180279319240517,-0.08720578053388839
SOL,2019-2026-07 (no Aug-2026 episode),M0_3close,0.5584730969571956,0.17181721312426523,-0.692182934354044,0.0,0.0
SOL,2019-2026-07 (no Aug-2026 episode),M1_1close,0.46555918976688276,0.10961570443766844,-0.7221273501659617,-0.09291390719031284,-0.062201508686596796
SOL,2019-2026-07 (no Aug-2026 episode),FAST_both,0.46555918976688276,0.10961570443766844,-0.7221273501659617,-0.09291390719031284,-0.062201508686596796
SOL,2019-2026-07 (no Aug-2026 episode),M5_brk0.5_both,0.38395026516176417,0.05778845216516726,-0.7272582242460638,-0.17452283179543143,-0.11402876095909797
SOL,2019-2026-07 (no Aug-2026 episode),FAST_up,0.5481976316420513,0.1641530602840775,-0.6674662138933458,-0.010275465315144339,-0.007664152840187732
SOL,2019-2026-07 (no Aug-2026 episode),M5_brk0.5_up,0.49127311684223207,0.12550289461555453,-0.6899401156826143,-0.06719998011496353,-0.046314318508710706
SOL,2019-2026-07 (no Aug-2026 episode),FAST_down,0.47463606378983975,0.1169208128832937,-0.6976886706098205,-0.08383703316735586,-0.05489640024097153
SOL,2019-2026-07 (no Aug-2026 episode),M5_brk0.5_down,0.4508175751083238,0.10131632892389209,-0.7031101123526142,-0.10765552184887178,-0.07050088420037315
