feature,bucket,n_events,p_confirm,cost_of_waiting_per_confirmed,loss_avoided_per_failed,expected_value_per_signal,ev_ci_lo,ev_ci_hi,breakeven_p_confirm,total_cost_of_waiting,total_loss_avoided,net_per_year,left_tail_p05,worst,best,asset,system,rule
ret_z20,<0.5,16,0.9375,-0.0016028692638015245,0.3595160269626656,-0.02397244161998053,-0.07610049135727316,0.01461041923079001,1.004478374793782,-0.024043038957022866,0.3595160269626656,-0.04614458130012063,-0.18601476469989925,-0.3595160269626656,0.0793579089201546,ETH,LL2_k0.30,M1_1close
ret_z20,0.5-1,3,0.6666666666666666,0.010125314488148351,0.3703670144393959,-0.11670546182103309,,,0.9733889129468456,0.020250628976296703,0.3703670144393959,-0.04242866947259356,-0.33572279670641986,-0.3703670144393959,0.044175466085932036,ETH,LL2_k0.30,M1_1close
ret_z20,1-1.5,3,1.0,0.003206857713310048,,,,,,0.009620573139930144,-0.0,0.002952869192739063,-0.0497648856313029,-0.055293564678970286,0.06492091202119687,ETH,LL2_k0.30,M1_1close
ret_z20,1.5-2,1,,,,,,,,,,,,,,ETH,LL2_k0.30,M1_1close
ret_z20,2-2.5,1,,,,,,,,,,,,,,ETH,LL2_k0.30,M1_1close
ret_z20,2.5-3,1,,,,,,,,,,,,,,ETH,LL2_k0.30,M1_1close
ret_z20,>3,2,,,,,,,,,,,,,,ETH,LL2_k0.30,M1_1close
brk_vol,<0.5,27,0.9259259259259259,-0.0005567160450415054,0.36494152070103075,-0.027548183056596263,-0.09171287338398994,0.010497290779499737,1.001527824535842,-0.013917901126037635,0.7298830414020615,-0.07770975236223919,-0.2901155220575591,-0.3703670144393959,0.0793579089201546,ETH,LL2_k0.30,M1_1close
brk_vol,0.5-1,0,,,,,,,,,,,,,,ETH,LL2_k0.30,M1_1close
brk_vol,1-1.5,0,,,,,,,,,,,,,,ETH,LL2_k0.30,M1_1close
brk_vol,1.5-2,0,,,,,,,,,,,,,,ETH,LL2_k0.30,M1_1close
brk_vol,2-2.5,0,,,,,,,,,,,,,,ETH,LL2_k0.30,M1_1close
brk_vol,2.5-3,0,,,,,,,,,,,,,,ETH,LL2_k0.30,M1_1close
brk_vol,>3,0,,,,,,,,,,,,,,ETH,LL2_k0.30,M1_1close
range_breakout_20,<0.5,21,0.9047619047619048,0.003216933044114435,0.36494152070103075,-0.03184577683637558,-0.1006635873404934,0.017508827546560392,0.9912620964929918,0.06112172783817427,0.7298830414020615,-0.06986987121830944,-0.3595160269626656,-0.3703670144393959,0.0793579089201546,ETH,LL2_k0.30,M1_1close
