asset,system,exposure,model,window,n,CAGR,AnnVol,Sharpe,Sortino,MaxDD,Calmar,WorstDay,Skew,Trades,Whipsaws,WhipsawsPerYr,TurnoverPerYr,Exposure,UpCapture,DownCapture,WorstMonth
BTC,GERHARD_SMA120,long_short,M0_3close,train_<=2021,1978,1.0407747380773795,0.7917315971916665,1.292636811324538,1.8431859748613924,-0.7789158634879199,1.3361837739661349,-0.16643230640130977,0.6087969134522424,22,10,1.845298281092012,7.75025278058645,1.0,0.574442265400153,-0.0024663047553604846,-0.3173288217634259
BTC,GERHARD_SMA120,long_short,M0_3close,validation_2022-23,730,-0.03760226281279644,0.5510181011334945,0.20602513097112937,0.2796802098790958,-0.6371844396454096,-0.05901315297925658,-0.14553439363372195,0.05884944953699477,10,3,1.5,9.0,1.0,-0.1163858071265488,-0.293108065528263,-0.32937585261320523
BTC,GERHARD_SMA120,long_short,M0_3close,test_2024+,988,-0.17321718637684091,0.47568243936084714,-0.1619214307554061,-0.23135965976494244,-0.6466648315993542,-0.2678623885397233,-0.12351182687910213,0.0597821674427988,19,11,4.063765182186235,13.299595141700404,1.0,0.17613370775142032,0.425627661591321,-0.2789680036907932
BTC,GERHARD_SMA120,long_short,M1_1close,full,3696,0.6140308424676202,0.675202471026688,1.0433705504061408,1.4875464250272317,-0.7071995545431095,0.8682568286745013,-0.16643230640130977,0.6305792262472631,89,49,4.839015151515152,17.380952380952383,1.0,0.4548559776596952,-0.13975276878155313,-0.3481203228336077
BTC,GERHARD_SMA120,long_short,M1_1close,train_<=2021,1978,0.9951973832271857,0.7919181044278312,1.2637601648387036,1.8146003378198894,-0.7071995545431095,1.4072370052186174,-0.16643230640130977,0.6271927414092301,40,22,4.059656218402426,14.393326592517694,1.0,0.5744065491119448,0.015122866308549804,-0.3481203228336077
BTC,GERHARD_SMA120,long_short,M1_1close,validation_2022-23,730,0.4858460192122602,0.5500474908952157,0.9930247243675734,1.4560749683078122,-0.3439968535404141,1.4123559974806024,-0.14553439363372195,0.4422334708025029,14,4,2.0,13.0,1.0,0.07797624955321887,-0.5926358173591549,-0.16618163635210104
BTC,GERHARD_SMA120,long_short,M1_1close,test_2024+,988,0.12235635228339814,0.47532800250355034,0.4801205309108188,0.7025604950565859,-0.4375627495242991,0.2796315555115675,-0.12351182687910213,0.1193351621842249,37,23,8.496963562753036,26.59919028340081,1.0,0.22288405836787425,-0.05761234568393838,-0.20523530598264128
BTC,GERHARD_SMA120,long_short,M2_2close,full,3696,0.4764795028758888,0.6754269561696051,0.9113578784342126,1.2944679108843467,-0.7874675490057523,0.6050782708157135,-0.16643230640130977,0.6221601545087363,59,32,3.1601731601731604,11.455627705627707,1.0,0.4307621898435282,-0.05398177119919273,-0.34874566647146965
BTC,GERHARD_SMA120,long_short,M2_2close,train_<=2021,1978,0.9631586299126309,0.7920146782755845,1.2432862501174058,1.781303999378867,-0.7874675490057523,1.2231089790667617,-0.16643230640130977,0.6229743942771928,26,13,2.398887765419616,9.22649140546006,1.0,0.5619938503858816,0.004894789199414824,-0.34874566647146965
BTC,GERHARD_SMA120,long_short,M2_2close,validation_2022-23,730,0.23065891621904688,0.5502524312829834,0.6507055937076871,0.9331520235842584,-0.4256106181893501,0.5419482183041517,-0.14553439363372195,0.3584037895747979,10,3,1.5,9.0,1.0,-0.004297925097282367,-0.4414890814686565,-0.16618163635210104
